ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
2108,2108,1039,,,wiktionary2017
2109,2110,1039,,,wiktionary2017
2110,2109,1040,,,wiktionary2017
2111,2111,1040,,,wiktionary2017
2112,2112,1041,,,deVaan2008
2113,2114,1041,,,deVaan2008
2114,2113,1042,,,deVaan2008
2115,2115,1042,,,deVaan2008
2116,2116,1043,,,wiktionary2017
2117,2117,1043,,,wiktionary2017
2118,2118,1044,,,deVaan2008
2119,2120,1044,,,deVaan2008
2120,2119,1045,,,deVaan2008
2121,2121,1045,,,deVaan2008
2122,2122,1046,,,deVaan2008
2123,2124,1046,,,deVaan2008
2124,2123,1047,,,deVaan2008
2125,2125,1047,,,deVaan2008
2126,2126,1048,,,deVaan2008
2127,2128,1048,,,deVaan2008
2128,2127,1049,,,deVaan2008
2129,2129,1049,,,deVaan2008
2130,2130,1050,,,deVaan2008
2131,2132,1050,,,deVaan2008
2132,2131,1051,,,deVaan2008
2133,2133,1051,,,deVaan2008
